accusedmasterid,accusedname,case_count,gang_member,account_count,total_transaction_volume,call_count,violent_ratio,risk_score,anomaly
14773,Lipika Arya,1,0,0,0.0,1,1.0,21.477503289656326,1
14774,Ishanvi Guha,1,0,1,0.0,0,1.0,56.65000660522548,-1
14775,Shravya Keer,1,0,2,2629779.76,2,0.0,44.39306671859608,1
14776,Aradhana Borah,1,0,0,0.0,5,0.0,63.81800661751681,-1
14777,Pavani Pingle,1,0,0,0.0,3,0.0,20.407339944972712,1
14778,Arya Ghose,1,0,0,0.0,0,0.0,5.259405546252918,1
14779,Pranav Saini,1,0,0,0.0,3,0.0,20.407339944972712,1
14780,Ishanvi Manda,1,0,0,0.0,1,1.0,21.477503289656326,1
14781,Dakshesh Dutt,1,0,3,3886366.96,0,1.0,71.44095488466596,-1
14782,Harrison Brar,1,0,0,0.0,0,1.0,29.05812705774378,1
14783,Bishakha Chhabra,1,0,0,0.0,0,1.0,29.05812705774378,1
14784,Garima Sidhu,1,0,0,0.0,0,1.0,29.05812705774378,1
14785,Onveer Grover,1,0,2,1178444.4,2,0.0,45.47489369084547,1
14786,Alka Murthy,1,0,0,0.0,1,0.0,0.0,1
14787,George Kumar,1,0,0,0.0,2,0.0,7.000792908036693,1
14788,Fiyaz Prabhu,1,0,1,189903.6,2,0.0,38.57339413469005,1
14789,Caleb Zachariah,1,0,0,0.0,1,0.0,0.0,1
14790,Nilima Bobal,1,0,0,0.0,1,0.0,0.0,1
14791,Rehaan Mallick,1,0,0,0.0,2,0.0,7.000792908036693,1
14792,Jeet Ganesan,1,0,0,0.0,0,0.0,5.259405546252918,1
14793,Chandresh Vasa,1,0,1,564841.76,0,0.0,41.46107746350738,1
14794,Abhiram Uppal,1,0,0,0.0,1,0.0,0.0,1
14795,Lakshmi Dutt,1,0,1,1834183.91,0,0.0,42.338668609859035,1
14796,Kiaan Issac,1,0,0,0.0,1,0.0,0.0,1
14797,Praneel Varughese,1,0,0,0.0,0,0.0,5.259405546252918,1
14798,Samaksh Bandi,1,0,0,0.0,1,0.0,0.0,1
14799,Brinda Borah,1,0,0,0.0,2,0.0,7.000792908036693,1
14800,Eesha Narasimhan,1,0,0,0.0,2,0.0,7.000792908036693,1
14801,Rohan Dara,1,0,0,0.0,1,0.0,0.0,1
14802,Vyanjana Kothari,1,0,0,0.0,0,0.0,5.259405546252918,1
14803,Nimrat Kaul,1,0,0,0.0,2,0.0,7.000792908036693,1
14804,Yahvi Acharya,1,0,0,0.0,0,0.0,5.259405546252918,1
14805,Mason Wagle,1,0,0,0.0,1,0.0,0.0,1
14806,Siya Choudhary,1,0,0,0.0,1,0.0,0.0,1
14807,Chavvi Gill,1,0,0,0.0,0,0.0,5.259405546252918,1
14808,Hamsini Magar,1,0,0,0.0,2,0.0,7.000792908036693,1
14809,Anamika Kapur,1,0,0,0.0,0,0.0,5.259405546252918,1
14810,Nicholas Gara,1,0,0,0.0,2,0.0,7.000792908036693,1
14811,Charvi Mahal,1,0,0,0.0,1,0.0,0.0,1
14812,Vamakshi Rout,1,0,0,0.0,0,0.0,5.259405546252918,1
14813,Balhaar Bose,1,0,0,0.0,1,0.0,0.0,1
14814,Keya Kannan,1,0,0,0.0,0,0.0,5.259405546252918,1
14815,Mekhala Narasimhan,1,0,0,0.0,2,0.0,7.000792908036693,1
14816,Falan Raman,1,1,2,4592722.81,0,0.0,73.34877936300563,-1
14817,Yahvi Patla,1,0,2,3987753.09,0,0.0,43.33475193225401,1
14818,Gaurangi Dhillon,1,0,2,6053053.26,2,0.0,46.265414962185446,1
14819,Ubika Rai,1,0,0,0.0,1,0.0,0.0,1
14820,Ikshita Bail,1,0,1,0.0,1,0.0,30.263092311856703,1
14821,Mohini Gulati,1,0,2,3817300.69,0,1.0,67.19328563360102,-1
14822,Balvan Pandey,1,0,0,0.0,1,1.0,21.477503289656326,1
14823,Deepa Mani,1,0,0,0.0,0,0.0,5.259405546252918,1
14824,Riya Chacko,1,0,3,18399822.75,3,0.0,82.78171786901633,-1
14825,Ishaan Narain,1,0,2,13667360.86,2,0.0,64.12564526321161,-1
14826,Odika Sanghvi,1,0,0,0.0,4,0.0,48.107155657708,1
14827,Hemangini Sha,1,0,0,0.0,0,0.0,5.259405546252918,1
14828,Viraj Swaminathan,1,0,0,0.0,1,0.0,0.0,1
14829,Warda Prabhu,1,0,0,0.0,0,0.0,5.259405546252918,1
14830,Vansha Brahmbhatt,1,0,0,0.0,1,0.0,0.0,1
14831,Reyansh Mohan,1,0,0,0.0,0,0.0,5.259405546252918,1
14832,Isaiah Nori,1,0,3,20447351.16,4,0.0,89.8139024500774,-1
14833,Yahvi Vala,1,0,0,0.0,1,0.0,0.0,1
14834,Kavya Goyal,1,0,0,0.0,0,0.0,5.259405546252918,1
14835,Neel Gopal,1,0,0,0.0,0,0.0,5.259405546252918,1
14836,Bimala Chaudhari,1,0,0,0.0,2,0.0,7.000792908036693,1
14837,Gaurangi Thakur,1,0,0,0.0,0,0.0,5.259405546252918,1
14838,Vanya Varma,1,0,0,0.0,0,0.0,5.259405546252918,1
14839,Damini Garde,1,0,0,0.0,0,0.0,5.259405546252918,1
14840,Faraj Ganesh,1,0,2,442799.42,0,0.0,45.351265696579816,1
14841,Vritti Parsa,1,0,0,0.0,2,0.0,7.000792908036693,1
14842,Gunbir Kale,1,0,0,0.0,1,0.0,0.0,1
14843,Oeshi Ray,1,0,0,0.0,0,0.0,5.259405546252918,1
14844,Joshua Peri,1,0,0,0.0,1,0.0,0.0,1
14845,Mitali Modi,1,0,0,0.0,0,0.0,5.259405546252918,1
14846,Laban Kota,1,0,0,0.0,1,0.0,0.0,1
14847,Tanay Patel,1,0,0,0.0,0,0.0,5.259405546252918,1
14848,Frado Kalla,1,0,1,2966087.9,1,0.0,41.77632236762055,1
14849,Harsh Ravel,1,0,1,1075679.03,1,0.0,34.9485664949891,1
14850,Michael Johal,1,0,0,0.0,0,0.0,5.259405546252918,1
14851,Ekalinga Dhar,1,0,0,0.0,2,0.0,7.000792908036693,1
14852,Sachi Bir,1,0,0,0.0,1,0.0,0.0,1
14853,Maanav Batra,1,0,1,0.0,0,0.0,37.374531993477014,1
14854,Udant Sama,1,0,1,1544337.47,0,0.0,42.30370982413383,1
14855,Advaith Chahal,1,0,0,0.0,2,0.0,7.000792908036693,1
14856,Nikita More,1,0,0,0.0,1,1.0,21.477503289656326,1
14857,Tanmayi Desai,1,0,0,0.0,2,0.0,7.000792908036693,1
14858,Viraj Nayar,1,0,0,0.0,1,0.0,0.0,1
14859,Zinal Sarraf,1,0,1,11650229.52,4,0.0,79.50376965005209,-1
14860,Triya Cherian,1,0,0,0.0,1,0.0,0.0,1
14861,Forum Viswanathan,1,0,0,0.0,1,0.0,0.0,1
14862,Chandani Sidhu,1,0,0,0.0,1,0.0,0.0,1
14863,Vedhika Bhardwaj,1,0,0,0.0,1,0.0,0.0,1
14864,Niharika Loyal,1,0,0,0.0,0,0.0,5.259405546252918,1
14865,Daksha Mane,1,0,0,0.0,0,0.0,5.259405546252918,1
14866,Agastya Krish,1,0,0,0.0,0,0.0,5.259405546252918,1
14867,Dakshesh Chandra,1,0,3,5739333.92,1,0.0,42.43584563671739,1
14868,Janani Master,1,0,0,0.0,1,0.0,0.0,1
14869,Veda Ganesh,1,0,0,0.0,1,0.0,0.0,1
14870,Yochana Chadha,1,0,0,0.0,2,0.0,7.000792908036693,1
14871,Yahvi Kumer,1,0,3,8507464.36,0,0.0,56.699686853377244,-1
14872,Yug Srinivasan,1,0,0,0.0,3,0.0,20.407339944972712,1
14873,Parth Badal,1,0,0,0.0,1,0.0,0.0,1
14874,Amruta Loke,1,0,0,0.0,2,0.0,7.000792908036693,1
14875,Yashica Rama,1,0,1,0.0,0,0.0,37.374531993477014,1
14876,Nisha Deshpande,1,0,0,0.0,2,0.0,7.000792908036693,1
14877,Lohit Puri,1,0,0,0.0,0,0.0,5.259405546252918,1
14878,Hritik Kamdar,1,0,0,0.0,0,0.0,5.259405546252918,1
14879,Aryan Sharaf,1,1,0,0.0,0,0.0,64.01024603218627,-1
14880,Damini Bhargava,1,0,2,1826028.4,0,0.0,42.52231655425828,1
14881,Oni Doctor,1,0,0,0.0,1,0.0,0.0,1
14882,Siya Ramanathan,1,0,0,0.0,0,0.0,5.259405546252918,1
14883,Mitali Dhaliwal,1,0,0,0.0,1,0.0,0.0,1
14884,Hema Natt,1,0,0,0.0,1,0.0,0.0,1
14885,Hitesh Mitter,1,0,0,0.0,1,0.0,0.0,1
14886,Falguni Soman,1,0,0,0.0,1,0.0,0.0,1
14887,Devika Dyal,1,0,0,0.0,1,0.0,0.0,1
14888,Tamanna Bora,1,0,2,1351907.08,1,0.0,39.69497682341321,1
14889,Akshay Chad,1,0,0,0.0,1,0.0,0.0,1
14890,Mugdha Dora,1,0,3,7062989.8,2,0.0,52.15234753110157,1
14891,Jairaj Sridhar,1,0,0,0.0,1,0.0,0.0,1
14892,Adya Rau,1,0,0,0.0,0,0.0,5.259405546252918,1
14893,Simon Grewal,1,1,3,11249649.46,2,0.0,80.9839433755472,-1
14894,Mitali Sidhu,1,0,0,0.0,1,0.0,0.0,1
14895,Triveni Iyengar,1,0,0,0.0,0,0.0,5.259405546252918,1
14896,Yachana Pau,1,0,0,0.0,1,0.0,0.0,1
14897,Kritika Kothari,1,0,0,0.0,2,0.0,7.000792908036693,1
14898,Omaja Pillay,1,0,0,0.0,2,0.0,7.000792908036693,1
14899,Yagnesh Virk,1,0,0,0.0,1,1.0,21.477503289656326,1
14900,Radhika Sethi,1,0,0,0.0,0,1.0,29.05812705774378,1
14901,Tripti Rajagopalan,1,0,0,0.0,1,1.0,21.477503289656326,1
14902,Daksha Bahl,1,0,0,0.0,2,1.0,32.74227984684854,1
14903,Saumya Contractor,1,0,0,0.0,2,1.0,32.74227984684854,1
14904,Onveer Sachdev,1,0,0,0.0,1,0.0,0.0,1
14905,Zaitra Ravi,1,0,0,0.0,1,0.0,0.0,1
14906,Elijah Chokshi,1,0,0,0.0,0,0.0,5.259405546252918,1
14907,Varsha Vyas,1,0,0,0.0,0,0.0,5.259405546252918,1
14908,Logan Toor,1,0,0,0.0,4,0.0,48.107155657708,1
14909,Anamika Kamdar,1,0,0,0.0,2,0.0,7.000792908036693,1
14910,Utkarsh Sangha,1,0,0,0.0,0,0.0,5.259405546252918,1
14911,Tanvi Tella,1,0,0,0.0,0,0.0,5.259405546252918,1
14912,Ekantika Setty,1,0,0,0.0,0,0.0,5.259405546252918,1
14913,Tara Uppal,1,0,0,0.0,2,0.0,7.000792908036693,1
14914,Jagvi Buch,1,0,0,0.0,0,0.0,5.259405546252918,1
14915,Lajita Bala,1,0,0,0.0,1,0.0,0.0,1
14916,Kevin Peri,1,0,3,6199646.9,0,0.0,50.53761593284478,1
14917,Robert Sankaran,1,0,0,0.0,0,1.0,29.05812705774378,1
14918,Bhavya Amble,1,0,3,2919719.34,1,1.0,68.02740475889885,-1
14919,Shravya Srivastava,1,0,0,0.0,0,0.0,5.259405546252918,1
14920,Qasim Narula,1,0,3,7995353.03,1,0.0,49.46833239104736,1
14921,Vaishnavi Dua,1,0,2,12569558.46,2,0.0,63.2234578594303,-1
14922,Kritika Kibe,1,0,0,0.0,1,0.0,0.0,1
14923,Yoshita Barad,1,0,0,0.0,4,0.0,48.107155657708,1
14924,Dev Radhakrishnan,1,0,0,0.0,1,0.0,0.0,1
14925,Falak Guha,1,0,0,0.0,0,0.0,5.259405546252918,1
14926,Bhavani Chanda,1,0,0,0.0,1,1.0,21.477503289656326,1
14927,Agastya Savant,1,0,0,0.0,2,1.0,32.74227984684854,1
14928,Raksha Sarma,1,0,0,0.0,1,1.0,21.477503289656326,1
14929,Chanchal D’Alia,1,0,0,0.0,0,0.0,5.259405546252918,1
14930,Gaurika Dewan,1,0,0,0.0,0,0.0,5.259405546252918,1
14931,Ansh Jani,1,0,0,0.0,1,0.0,0.0,1
14932,Hemang Srivastava,1,1,0,0.0,1,0.0,66.0639593671493,-1
14933,Hema Sachar,1,0,0,0.0,0,0.0,5.259405546252918,1
14934,Anita Hora,1,0,2,1809765.15,0,0.0,42.668433203422246,1
14935,Megha Sen,1,0,1,0.0,2,0.0,36.204853278335065,1
14936,Jyoti Wali,1,0,3,2840095.4,1,0.0,44.267705522107896,1
14937,Darika Wadhwa,1,0,0,0.0,1,0.0,0.0,1
14938,Brinda Khatri,1,0,0,0.0,0,0.0,5.259405546252918,1
14939,Agastya Savant,1,0,0,0.0,2,0.0,7.000792908036693,1
14940,Falak Khurana,1,0,0,0.0,0,0.0,5.259405546252918,1
14941,Hemani Varty,1,0,0,0.0,0,0.0,5.259405546252918,1
14942,Yagnesh Sabharwal,1,0,0,0.0,2,0.0,7.000792908036693,1
14943,Netra Puri,1,0,0,0.0,2,0.0,7.000792908036693,1
14944,Mekhala Luthra,1,0,0,0.0,0,0.0,5.259405546252918,1
14945,Varsha Chaudry,1,0,0,0.0,0,0.0,5.259405546252918,1
14946,Lajita Mand,1,0,0,0.0,4,0.0,48.107155657708,1
14947,Yatin Lad,1,0,0,0.0,1,0.0,0.0,1
14948,Dayamai Sharaf,1,1,0,0.0,1,0.0,66.0639593671493,-1
14949,Ganga Pant,1,0,0,0.0,0,1.0,29.05812705774378,1
14950,Udant Atwal,1,0,0,0.0,1,1.0,21.477503289656326,1
14951,Nandini Morar,1,0,1,2967506.12,1,1.0,61.2735818246078,-1
14952,Libni Ganesan,1,0,0,0.0,2,1.0,32.74227984684854,1
14953,Faraj Ganesh,1,0,2,442799.42,0,0.0,45.351265696579816,1
14954,Adya Handa,1,0,0,0.0,1,0.0,0.0,1
14955,Vihaan Kakar,1,0,0,0.0,4,0.0,48.107155657708,1
14956,Amaira Raman,1,0,0,0.0,3,0.0,20.407339944972712,1
14957,Vritti Dutt,1,0,0,0.0,2,0.0,7.000792908036693,1
14958,Pranav Krishna,1,0,0,0.0,1,0.0,0.0,1
14959,Rayaan Bhandari,1,0,0,0.0,2,0.0,7.000792908036693,1
14960,Osha Venkatesh,1,0,0,0.0,2,0.0,7.000792908036693,1
14961,Anvi Dhar,1,1,0,0.0,3,0.0,69.11970096091329,-1
14962,Dipta Deo,1,0,2,25884948.54,6,0.0,93.15225150536254,-1
14963,Gaurav Ramesh,1,0,0,0.0,2,0.0,7.000792908036693,1
14964,Jagat Puri,1,0,0,0.0,0,0.0,5.259405546252918,1
14965,Ojasvi Pillay,1,0,0,0.0,1,0.0,0.0,1
14966,Hemangini Tailor,1,0,0,0.0,1,0.0,0.0,1
14967,Ikshita Dass,1,0,2,6779029.84,2,0.0,46.91942406611897,1
14968,Arya Sane,1,0,2,0.0,1,0.0,39.31340748297014,1
14969,Vasana Pau,1,0,0,0.0,0,1.0,29.05812705774378,1
14970,Megha Padmanabhan,1,0,0,0.0,0,1.0,29.05812705774378,1
14971,Jatin Dugar,1,0,0,0.0,3,1.0,52.82180552593389,1
14972,Ekbal Atwal,1,0,0,0.0,3,1.0,52.82180552593389,1
14973,Gabriel Lata,1,0,0,0.0,3,1.0,52.82180552593389,1
14974,Amrita Arya,1,0,1,453129.34,0,0.0,40.83415001744242,1
14975,Warhi Sidhu,1,0,0,0.0,0,0.0,5.259405546252918,1
14976,Ria Sura,1,0,0,0.0,0,0.0,5.259405546252918,1
14977,Tarak Dua,1,0,0,0.0,2,0.0,7.000792908036693,1
14978,Idika Korpal,1,0,0,0.0,0,0.0,5.259405546252918,1
14979,Tanvi Som,1,0,0,0.0,2,0.0,7.000792908036693,1
14980,Pooja Mishra,1,0,0,0.0,1,0.0,0.0,1
14981,Vivaan Chadha,1,0,0,0.0,2,0.0,7.000792908036693,1
14982,Yash Choudhury,1,0,0,0.0,1,0.0,0.0,1
14983,Bhanumati Boase,1,0,0,0.0,0,0.0,5.259405546252918,1
14984,Jacob Gole,1,0,0,0.0,2,0.0,7.000792908036693,1
14985,Yug Sundaram,1,0,0,0.0,1,0.0,0.0,1
14986,Lila Sabharwal,1,0,0,0.0,1,0.0,0.0,1
14987,Abha Gandhi,1,0,0,0.0,1,0.0,0.0,1
14988,Suhani Srivastava,1,0,0,0.0,2,0.0,7.000792908036693,1
14989,Vyanjana Vyas,1,0,0,0.0,0,0.0,5.259405546252918,1
14990,Ekapad Borah,1,0,0,0.0,1,0.0,0.0,1
14991,Tanvi Om,1,0,0,0.0,1,0.0,0.0,1
14992,Oeshi Dhillon,1,1,0,0.0,1,0.0,66.0639593671493,-1
14993,Leena Bala,1,0,0,0.0,0,0.0,5.259405546252918,1
14994,Ridhi Bajaj,1,0,0,0.0,2,0.0,7.000792908036693,1
14995,Vansha Chad,1,0,1,545698.56,0,0.0,41.46107746350738,1
14996,Vamakshi Murty,1,0,1,4126043.07,3,0.0,59.08996068073629,-1
14997,Wishi Sarraf,1,0,0,0.0,0,0.0,5.259405546252918,1
14998,Vincent Sodhi,1,0,0,0.0,0,0.0,5.259405546252918,1
14999,Yashvi Dass,1,0,2,2812072.0,0,0.0,41.8116675075146,1
15000,Warinder Dara,1,0,0,0.0,1,0.0,0.0,1
15001,Sai Krishnan,1,0,2,2220478.19,0,0.0,41.41245178485296,1
15002,Lila Kalita,1,0,2,1895626.28,0,0.0,42.50419038117516,1
15003,Yashoda Mishra,1,0,0,0.0,0,0.0,5.259405546252918,1
15004,Prisha Deo,1,0,3,20868859.7,2,1.0,91.64587788965899,-1
15005,Ekbal Bera,1,0,1,637608.78,0,1.0,60.343050767943666,-1
15006,Balveer Chandra,1,0,2,2929026.38,1,1.0,61.602252890645715,-1
15007,Aarna Aggarwal,1,0,0,0.0,1,0.0,0.0,1
15008,Adweta Rai,1,0,0,0.0,2,0.0,7.000792908036693,1
15009,Jason Dhaliwal,1,0,0,0.0,0,0.0,5.259405546252918,1
15010,Divya Kaur,1,0,0,0.0,0,0.0,5.259405546252918,1
15011,Saksham Bhargava,1,0,0,0.0,1,0.0,0.0,1
15012,Zayan Kashyap,1,0,2,5396893.71,1,0.0,41.43732875232417,1
15013,Naveen Khosla,1,0,0,0.0,0,0.0,5.259405546252918,1
15014,Turvi Pau,1,0,0,0.0,1,0.0,0.0,1
15015,Gopal Agarwal,1,0,1,0.0,4,0.0,60.17110646818118,-1
15016,Xiti Sharaf,1,0,0,0.0,1,1.0,21.477503289656326,1
15017,Rishi Nagi,1,0,0,0.0,1,1.0,21.477503289656326,1
15018,Nisha Prashad,1,0,0,0.0,2,1.0,32.74227984684854,1
15019,Nihal Kulkarni,1,0,0,0.0,2,1.0,32.74227984684854,1
15020,Yashvi Dhaliwal,1,0,0,0.0,3,0.0,20.407339944972712,1
15021,Jalsa Dhawan,1,0,0,0.0,0,0.0,5.259405546252918,1
15022,Yashvi Thaman,1,0,0,0.0,2,0.0,7.000792908036693,1
15023,Ikbal Singh,1,0,0,0.0,2,0.0,7.000792908036693,1
15024,Bhavini Dube,1,0,0,0.0,0,0.0,5.259405546252918,1
15025,Oeshi Dada,1,0,0,0.0,0,0.0,5.259405546252918,1
15026,Janaki Nagy,1,0,1,1487872.05,1,0.0,34.52011867767771,1
15027,Saanvi Ravel,1,0,0,0.0,1,0.0,0.0,1
15028,Pushti Bora,1,0,1,0.0,1,0.0,30.263092311856703,1
15029,Vansha Chander,1,0,1,1491666.38,0,0.0,42.34103434640607,1
15030,Omkaar Bhatti,1,0,0,0.0,0,0.0,5.259405546252918,1
15031,Urmi Vora,1,0,0,0.0,3,0.0,20.407339944972712,1
15032,Samaksh Sunder,1,0,1,0.0,1,0.0,30.263092311856703,1
15033,Madhavi Devan,1,0,3,8359615.04,1,0.0,51.05927856156373,1
15034,Yashodhara Karnik,1,0,0,0.0,1,0.0,0.0,1
15035,Hitesh Sarkar,1,0,0,0.0,0,0.0,5.259405546252918,1
15036,Kritika Mitter,1,0,0,0.0,0,0.0,5.259405546252918,1
15037,Omkaar Dhawan,1,0,0,0.0,1,0.0,0.0,1
15038,Luke Sathe,1,0,0,0.0,2,0.0,7.000792908036693,1
15039,Kalpit Keer,1,0,0,0.0,2,0.0,7.000792908036693,1
15040,Anvi Thakkar,1,0,0,0.0,1,0.0,0.0,1
15041,Dhruv Loke,1,0,0,0.0,1,0.0,0.0,1
15042,Samesh Ravi,1,0,0,0.0,1,0.0,0.0,1
15043,Kritika Banik,1,0,0,0.0,1,0.0,0.0,1
15044,Janya Dhaliwal,1,0,0,0.0,1,0.0,0.0,1
15045,Januja Bhalla,1,0,0,0.0,2,0.0,7.000792908036693,1
15046,Vansha Dua,1,0,0,0.0,1,0.0,0.0,1
15047,Lakshmi Sahni,1,0,0,0.0,0,1.0,29.05812705774378,1
15048,Champak Natarajan,1,0,0,0.0,0,1.0,29.05812705774378,1
15049,Geetika Som,1,0,0,0.0,0,1.0,29.05812705774378,1
15050,Victor Khosla,1,0,0,0.0,1,1.0,21.477503289656326,1
15051,Arya D’Alia,1,0,0,0.0,2,1.0,32.74227984684854,1
15052,Aadhya Sura,1,0,1,1473109.88,2,0.0,42.14453539386098,1
15053,Advika Dayal,1,0,0,0.0,3,0.0,20.407339944972712,1
15054,Faris Bedi,1,0,2,0.0,1,1.0,56.909128839704664,-1
15055,Ojasvi Apte,1,0,0,0.0,0,0.0,5.259405546252918,1
15056,Vasudha Dugar,1,0,0,0.0,0,0.0,5.259405546252918,1
15057,Ijaya Sura,1,0,0,0.0,1,0.0,0.0,1
15058,Vasudha Pall,1,0,0,0.0,0,0.0,5.259405546252918,1
15059,Ojasvi Dayal,1,0,0,0.0,3,0.0,20.407339944972712,1
15060,Ekanta Chaudhary,1,0,0,0.0,1,0.0,0.0,1
15061,Gopal Randhawa,1,0,0,0.0,2,0.0,7.000792908036693,1
15062,Reyansh Raja,1,0,0,0.0,2,0.0,7.000792908036693,1
15063,Ishanvi Dave,1,0,0,0.0,2,0.0,7.000792908036693,1
15064,Darpan Sagar,1,0,0,0.0,0,0.0,5.259405546252918,1
15065,Irya Khanna,1,0,0,0.0,0,0.0,5.259405546252918,1
15066,Aadhya Bora,1,0,0,0.0,1,0.0,0.0,1
15067,Chandran Rege,1,0,2,8148706.39,1,0.0,49.69696926300152,1
15068,Mitali Vora,1,0,0,0.0,1,0.0,0.0,1
15069,Nakul Pandey,1,0,0,0.0,0,0.0,5.259405546252918,1
15070,Vamakshi Bhavsar,1,0,0,0.0,3,0.0,20.407339944972712,1
15071,Upadhriti Lalla,1,0,0,0.0,1,0.0,0.0,1
15072,Kabir Mahal,1,0,1,2501199.12,0,0.0,47.25052005227483,1
15073,Turvi Golla,1,0,0,0.0,1,0.0,0.0,1
15074,Agastya Peri,1,0,2,4665869.81,0,0.0,45.40373088231632,1
15075,Avi Chaudhari,1,0,0,0.0,1,0.0,0.0,1
15076,Zilmil Biswas,1,0,0,0.0,1,1.0,21.477503289656326,1
15077,Yashica Gera,1,0,0,0.0,3,1.0,52.82180552593389,1
15078,Faqid Sanghvi,1,1,1,1567610.46,2,0.0,74.75727882056735,-1
15079,Jeevika Saran,1,0,0,0.0,2,0.0,7.000792908036693,1
15080,Karan Minhas,1,0,0,0.0,1,0.0,0.0,1
15081,Darsh Samra,1,0,0,0.0,0,0.0,5.259405546252918,1
15082,Qushi Bhasin,1,0,0,0.0,0,0.0,5.259405546252918,1
15083,Jagrati Butala,1,0,2,5294762.26,0,0.0,46.502346917912966,1
15084,Oscar Suri,1,0,0,0.0,1,0.0,0.0,1
15085,Janaki Comar,1,0,1,0.0,1,0.0,30.263092311856703,1
15086,Qadim Som,1,0,1,1774423.27,0,0.0,41.85484134188612,1
15087,Jai Sarma,1,0,3,5251069.14,1,0.0,41.81303094453115,1
15088,Nirja Dass,1,0,0,0.0,2,0.0,7.000792908036693,1
15089,Oviya Bora,1,0,0,0.0,0,0.0,5.259405546252918,1
15090,Wahab Dugal,1,0,0,0.0,1,0.0,0.0,1
15091,Hredhaan Mistry,1,0,0,0.0,0,0.0,5.259405546252918,1
15092,Yuvraj Rattan,1,0,0,0.0,2,0.0,7.000792908036693,1
15093,Januja Kala,1,0,0,0.0,0,0.0,5.259405546252918,1
15094,Matthew Merchant,1,0,0,0.0,0,0.0,5.259405546252918,1
15095,Eta Mohan,1,0,2,3012451.74,1,0.0,36.5518173718968,1
15096,Kalpit Panchal,1,0,0,0.0,1,0.0,0.0,1
15097,Eiravati Sibal,1,0,0,0.0,3,0.0,20.407339944972712,1
15098,Forum Singhal,1,0,0,0.0,0,0.0,5.259405546252918,1
15099,Aachal Virk,1,0,0,0.0,2,0.0,7.000792908036693,1
15100,Netra Purohit,1,0,0,0.0,2,0.0,7.000792908036693,1
15101,Aadhya Ben,1,0,3,1608233.48,0,0.0,55.17288485292156,-1
15102,Triveni Sagar,1,0,0,0.0,2,0.0,7.000792908036693,1
15103,Ishita Nair,1,0,0,0.0,2,0.0,7.000792908036693,1
15104,Jasmit Arya,1,0,3,7345002.74,1,0.0,47.02168974255276,1
15105,Rehaan Solanki,1,0,0,0.0,0,0.0,5.259405546252918,1
15106,Radha Mallick,1,0,0,0.0,0,0.0,5.259405546252918,1
15107,Luke Basak,1,0,0,0.0,1,0.0,0.0,1
15108,Widisha Minhas,1,0,3,4335876.76,0,0.0,48.32463120447606,1
15109,Siddharth Majumdar,1,0,0,0.0,0,0.0,5.259405546252918,1
15110,Charles Som,1,0,0,0.0,1,0.0,0.0,1
15111,Amaira Chakraborty,1,0,0,0.0,1,1.0,21.477503289656326,1
15112,Chandani Dora,1,0,0,0.0,0,0.0,5.259405546252918,1
15113,Ishani Gour,1,0,0,0.0,0,0.0,5.259405546252918,1
15114,Shravya Sachdev,1,0,0,0.0,0,0.0,5.259405546252918,1
15115,Darsh Rajagopal,1,0,3,5314932.39,0,0.0,48.973244890597975,1
15116,Baghyawati Sani,1,0,0,0.0,1,0.0,0.0,1
15117,Yashica Rama,1,0,1,0.0,0,0.0,37.374531993477014,1
15118,Udyati Atwal,1,0,0,0.0,1,0.0,0.0,1
15119,Idika Brar,1,0,0,0.0,0,1.0,29.05812705774378,1
15120,Jeet Andra,1,0,0,0.0,0,1.0,29.05812705774378,1
15121,Amaira Dhillon,1,0,3,3390579.72,2,1.0,72.54900778597677,-1
15122,Ojasvi Mody,1,0,0,0.0,3,0.0,20.407339944972712,1
15123,Aarini Kapur,1,0,2,1514255.34,1,0.0,38.926665758386356,1
15124,Anthony Kari,1,0,0,0.0,2,0.0,7.000792908036693,1
15125,Kala Chaudhari,1,0,0,0.0,2,0.0,7.000792908036693,1
15126,Hardik Goyal,1,0,2,4402.36,2,0.0,45.48800822403244,1
15127,Atharv Sangha,1,0,0,0.0,1,0.0,0.0,1
15128,Panini Borra,1,0,0,0.0,0,0.0,5.259405546252918,1
15129,Guneet Mukhopadhyay,1,0,0,0.0,0,0.0,5.259405546252918,1
15130,Sneha Mane,1,0,0,0.0,1,0.0,0.0,1
15131,Devika Dani,1,0,0,0.0,3,0.0,20.407339944972712,1
15132,Isaiah Chopra,1,0,0,0.0,0,0.0,5.259405546252918,1
15133,Karan Chaudry,1,0,0,0.0,1,0.0,0.0,1
15134,Omaja Pathak,1,0,1,2018122.7,0,0.0,43.03205140462685,1
15135,Dakshesh Ahuja,1,0,2,2573751.47,0,0.0,41.7818665407994,1
15136,Lakshit Cherian,1,0,0,0.0,0,0.0,5.259405546252918,1
15137,Bhavani Samra,1,0,0,0.0,1,0.0,0.0,1
15138,Shivani Chander,1,0,0,0.0,0,0.0,5.259405546252918,1
15139,Krisha Purohit,1,0,0,0.0,1,0.0,0.0,1
15140,Vamakshi Sule,1,0,2,2542120.4,1,0.0,36.962073652312334,1
15141,Neel Gupta,1,0,0,0.0,0,0.0,5.259405546252918,1
15142,Mugdha Biswas,1,0,2,6659904.82,0,0.0,50.02148749982029,1
15143,Omya Kaul,1,0,3,11494283.12,1,0.0,59.919769510336636,-1
